2,3,4,5,6
11.90,3.16,3.42,2.34,1.90
11.76,3.08,3.44,2.33,1.88
12.21,2.92,3.46,2.36,1.84
12.00,3.17,3.43,2.37,1.95
11.78,2.90,3.46,2.29,1.97
12.20,3.01,3.34,2.30,1.79
12.00,3.06,3.56,2.30,1.73
11.91,3.00,3.37,2.27,1.81
12.00,2.88,3.35,2.32,1.88
12.37,2.84,3.42,2.32,1.77
